GroupName,ChartName,point_time,point_val,Batch_ID
LT02-2_IPQC,烘箱膜溫1,2023/1/11  14:45:36 PM,102.9,0119110302
LT02-2_IPQC,烘箱膜溫1,2023/4/18  14:45:42 PM,100.2,0419180301
LT02-2_IPQC,烘箱膜溫1,2023/4/18  14:45:45 PM,101.3,0419180302
LT02-2_IPQC,烘箱膜溫1,2023/7/27  14:45:48 PM,119.0,0719270301
LT02-2_IPQC,烘箱膜溫1,2023/9/22  14:45:51 PM,119.3,0919220301
LT02-2_IPQC,烘箱膜溫1,2023/9/22  14:45:54 PM,111.7,0919220302
LT02-2_IPQC,烘箱膜溫1,2023/9/25  14:45:57 PM,119.7,0919250301
LT02-2_IPQC,烘箱膜溫1,2023/9/25  14:46:60 PM,119.4,0919250302
LT02-2_IPQC,烘箱膜溫1,2023/12/28  14:46:3 PM,122.1,1219280301
LT02-2_IPQC,烘箱膜溫1,2024/2/1  14:46:6 PM,120.9,0220010301
LT02-2_IPQC,烘箱膜溫1,2024/2/2  14:46:9 PM,125.7,0220020301
LT02-2_IPQC,烘箱膜溫1,2024/4/24  14:46:12 PM,127.6,0420240301
LT02-2_IPQC,烘箱膜溫1,2024/4/25  14:46:15 PM,126.1,0420250301
LT02-2_IPQC,烘箱膜溫1,2024/7/4  14:46:18 PM,127.3,0720040301
LT02-2_IPQC,烘箱膜溫1,2024/7/5  14:46:21 PM,126.5,0720050301
LT02-2_IPQC,烘箱膜溫1,2024/8/15  14:46:24 PM,121.7,0820150301
LT02-2_IPQC,烘箱膜溫1,2024/8/16  14:46:27 PM,118.3,0820160301
LT02-2_IPQC,烘箱膜溫1,2025/1/14  14:46:30 PM,129.8,0121140301
LT02-2_IPQC,烘箱膜溫1,2025/3/7  14:46:33 PM,124.5,0321070301
LT02-2_IPQC,烘箱膜溫1,2025/3/24  14:46:31 PM,124.5,0321240301
LT02-2_IPQC,烘箱膜溫1,2025/3/25  14:46:32 PM,117.5,0321250301
