GroupName,ChartName,point_time,point_val,Batch_ID,FabPhase,Production Line
1,1,2023/4/27 16:13,98.94572505,15822E08A3,T14P5,7
1,1,2023/4/27 16:13,98.13615528,15822E08A3,T14P5,7
1,1,2023/4/27 16:13,99.09232852,15822E08A3,T14P5,7
1,1,2023/4/27 16:13,98.81284785,15822E08A3,T14P5,7
1,1,2023/4/27 16:13,98.67431821,15822E08A3,T14P5,7
1,1,2023/4/27 18:13,98.93054012,15822E08A4,T14P6,8
1,1,2023/4/27 20:13,98.57481455,15822E08A5,T14P7,9
1,1,2023/4/27 22:13,97.82909688,15822E08A6,T14P8,10
1,1,2023/4/28 00:13,97.7047808,15822E08A7,T14P9,11
1,1,2023/4/28 02:13,98.80068416,15822E08A8,T14P10,12
1,1,2023/4/28 04:13,98.67433762,15822E08A9,T14P11,13
1,1,2023/4/28 06:13,98.3664206,15822E08A10,T14P12,14
1,1,2023/4/28 08:13,99.3894127,15822E08A11,T14P13,15
1,1,2023/4/28 10:13,99.25859514,15822E08A12,T14P14,16
1,1,2023/4/28 12:13,100.1184591,15822E08A13,T14P15,17
1,1,2023/4/28 14:13,98.52323892,15822E08A14,T14P16,18
1,1,2023/4/28 16:13,98.5617908,15822E08A15,T14P17,19
1,1,2023/4/28 18:13,98.62006298,15822E08A16,T14P18,20
1,1,2023/4/28 20:13,99.15197327,15822E08A17,T14P19,21
1,1,2023/4/28 22:13,99.40786948,15822E08A18,T14P20,22
1,1,2023/4/29 00:13,97.99911823,15822E08A19,T14P21,23
1,1,2023/4/29 02:13,99.09540888,15822E08A20,T14P22,24
1,1,2023/4/29 04:13,98.4238273,15822E08A21,T14P23,25
1,1,2023/4/29 06:13,99.068912,15822E08A22,T14P24,26
1,1,2023/4/29 08:13,98.97879298,15822E08A23,T14P25,27
1,1,2023/4/29 10:13,99.03766254,15822E08A24,T14P26,28
1,1,2023/4/29 12:13,99.00702635,15822E08A25,T14P27,29
1,1,2023/4/29 14:13,98.28791569,15822E08A26,T14P28,30
1,1,2023/4/29 16:13,99.68835234,15822E08A27,T14P29,31
1,1,2023/4/29 18:13,99.58887202,15822E08A28,T14P30,32
1,1,2023/4/29 20:13,98.67938149,15822E08A29,T14P31,33
1,1,2023/4/29 22:13,98.93943942,15822E08A30,T14P32,34
1,1,2023/4/30 00:13,99.3171533,15822E08A31,T14P33,35
1,1,2023/4/30 02:13,98.49158092,15822E08A32,T14P34,36
1,1,2023/4/30 04:13,98.92017705,15822E08A33,T14P35,37
1,1,2023/4/30 06:13,98.86308161,15822E08A34,T14P36,38
1,1,2023/4/30 08:13,98.98090039,15822E08A35,T14P37,39
1,1,2023/4/30 10:13,98.79661777,15822E08A36,T14P38,40
1,1,2023/4/30 12:13,98.33251642,15822E08A37,T14P39,41
1,1,2023/4/30 14:13,99.06784741,15822E08A38,T14P40,42
1,1,2023/4/30 16:13,99.76675951,15822E08A39,T14P41,43
1,1,2023/4/30 18:13,99.29105187,15822E08A40,T14P42,44
1,1,2023/4/30 20:13,99.07389603,15822E08A41,T14P43,45
1,1,2023/4/30 22:13,98.39843113,15822E08A42,T14P44,46
1,1,2023/5/1 00:13,98.71338623,15822E08A43,T14P45,47
1,1,2023/5/1 02:13,99.41706843,15822E08A44,T14P46,48
1,1,2023/5/1 04:13,100.0419741,15822E08A45,T14P47,49
1,1,2023/5/1 06:13,99.12569369,15822E08A46,T14P48,50
1,1,2023/5/1 08:13,98.56289028,15822E08A47,T14P49,51
1,1,2023/5/1 10:13,99.75101834,15822E08A48,T14P50,52
1,1,2023/5/1 12:13,98.97704381,15822E08A49,T14P51,53
1,1,2023/5/1 14:13,98.45770424,15822E08A50,T14P52,54
1,1,2023/5/1 16:13,98.99491759,15822E08A51,T14P53,55
1,1,2023/5/1 18:13,99.06971294,15822E08A52,T14P54,56
1,1,2023/5/1 20:13,98.39688551,15822E08A53,T14P55,57
1,1,2023/5/1 22:13,99.16877933,15822E08A54,T14P56,58
1,1,2023/5/2 00:13,99.6376014,15822E08A55,T14P57,59
1,1,2023/5/2 02:13,99.57317442,15822E08A56,T14P58,60
1,1,2023/5/2 04:13,99.01013301,15822E08A57,T14P59,61
1,1,2023/5/2 06:13,99.61006583,15822E08A58,T14P60,62
1,1,2023/5/2 08:13,98.29179969,15822E08A59,T14P61,63
1,1,2023/5/2 10:13,99.17262464,15822E08A60,T14P62,64
1,1,2023/5/2 12:13,100.0538612,15822E08A61,T14P63,65
1,1,2023/5/2 14:13,99.59158138,15822E08A62,T14P64,66
1,1,2023/5/2 16:13,99.35767757,15822E08A63,T14P65,67
1,1,2023/5/2 18:13,98.56112713,15822E08A64,T14P66,68
1,1,2023/5/2 20:13,99.34984041,15822E08A65,T14P67,69
1,1,2023/5/2 22:13,99.19297182,15822E08A66,T14P68,70
1,1,2023/5/3 00:13,98.87303858,15822E08A67,T14P69,71
1,1,2023/5/3 02:13,98.70663648,15822E08A68,T14P70,72
1,1,2023/5/3 04:13,98.78361414,15822E08A69,T14P71,73
1,1,2023/5/3 06:13,98.21807439,15822E08A70,T14P72,74
1,1,2023/5/3 08:13,99.047636,15822E08A71,T14P73,75
1,1,2023/5/3 10:13,99.63443869,15822E08A72,T14P74,76
1,1,2023/5/3 12:13,98.49447684,15822E08A73,T14P75,77
1,1,2023/5/3 14:13,99.58006178,15822E08A74,T14P76,78
1,1,2023/5/3 16:13,98.37571328,15822E08A75,T14P77,79
