GroupName,ChartName,point_time,point_val,Batch_ID,FabPhase,Production Line
2,1,2023/5/15 14:39,0.050461905,TWAF469573,T14P5,7
2,1,2023/6/14 17:23,0.050385958,TWAF471639,T14P6,7
2,1,2023/6/14 17:23,0.049138348,TWAF471639,T14P6,7
2,1,2023/7/3 15:34,0.047504778,TWAF476862,T14P6,11
2,1,2023/7/3 15:35,0.049845302,TWAF476862,T14P6,11
2,1,2023/7/21 15:21,0.051519251,TWAF487283,T12P4,5
2,1,2023/7/31 15:22,0.052604845,TWAF493878,T12P4,8
2,1,2023/8/31 15:30,0.050126983,TWAF500062,T12P4,8
2,1,2023/10/3 16:39,0.051394912,TWAF508008,T12P4,6
2,1,2023/10/13 15:42,0.04990503,TWAF511023,T12P4,6
2,1,2023/11/7 16:04,0.050066438,TWAF518391,T12P4,11
2,1,2023/11/8 16:21,0.050005348,TWAF522800,T12P4,5
2,1,2023/12/4 16:42,0.050029648,TWAF526101,T12P4,6
2,1,2023/12/26 14:49,0.051725325,TWAF531498,T12P4,6
2,1,2024/2/2 15:29,0.049933331,TWAF534370,T12P4,9
2,1,2024/2/16 15:50,0.051617301,TWAF539594,T12P4,5
2,1,2024/3/18 15:23,0.049070025,TWAF542707,T12P4,11
2,1,2024/4/9 15:38,0.051679416,TWAF544329,T12P4,7
2,1,2024/4/24 14:43,0.050628411,TWAF547914,T12P4,4
2,1,2024/5/14 14:42,0.049320579,TWAF559292,T12P4,9
2,1,2024/6/12 14:29,0.051001608,TWAF561769,T12P4,7
2,1,2024/6/24 11:16,0.050260419,TWAF567532,T12P4,11
2,1,2024/7/12 14:49,0.050685923,TWAF573599,T12P4,5
2,1,2024/7/31 14:32,0.051435592,TWAF582418,T12P4,10
2,1,2024/8/22 15:21,0.051308609,TWAF598443,T12P4,4
2,1,2024/9/13 11:44,0.049776283,TWAF598453,T12P4,5
2,1,2024/10/8 15:55,0.052189857,TWAF604013,T12P4,6
2,1,2024/11/14 15:09,0.049611085,TWAF607197,T12P4,6
2,1,2024/12/20 15:38,0.050018524,TWAF610773,T12P4,6
2,1,2025/1/16 14:24,0.049447525,TWAF614863,T12P4,6
2,1,2025/2/11 15:55,0.05006583,TWAF622952,T12P4,6
2,1,2025/2/12 14:53,0.051312854,TWAF637354,T12P4,6
2,1,2025/2/26 14:43,0.051274342,TWAF630662,T12P4,6
2,1,2025/4/15 16:36,0.049222307,TWAF637365,T12P4,6
